date,tx_count,l2_fee_eth,l1_gas_eth
2024-02-27,1154008,0.0009093866758621,131.839349586333
2024-02-28,1374196,0.0015612301021653,203.9140666259479
2024-02-29,1324406,0.001605064253072,197.0968785333021
2024-03-01,1161627,0.0009373938678367,128.67787338791504
2024-03-02,1091447,0.0007705878049094,111.61401329931871
2024-03-03,1145254,0.0008417584130689,121.25817975712891
2024-03-04,1036986,0.0018717915888892,182.443947347786
2024-03-05,1272814,0.0028403153816461,278.8929989363397
2024-03-06,1150402,0.0019915649358997,188.05754426740432
2024-03-07,1078020,0.0015192432742561,156.96624384096006
2024-03-08,1076698,0.001382611011352,143.95244775313407
2024-03-09,971215,0.0008212305584472,104.25834750901754
2024-03-10,963749,0.0009958045565704,113.60069753220512
2024-03-11,1063767,0.0013651819624702,148.70054611826194
2024-03-12,1187825,0.0011897730861546,156.12086400890854
2024-03-13,1091050,0.0010711917227696,139.10059695693985
2024-03-14,1313574,0.0006341170714624,80.5912657833744
2024-03-15,1645969,0.0003059108622231,1.980065447166871
2024-03-16,1455470,0.0002439003338809,1.3399554848693829
2024-03-17,1329642,0.0002272545507335,1.043715817570958
2024-03-18,1518189,0.0002168923969289,1.5584339139874632
2024-03-19,2058909,0.0002740204694153,2.2477271271874253
2024-03-20,2208453,0.0003837685650929,2.2705441209865524
2024-03-21,1844259,0.0002112855642894,1.6847641054561455
2024-03-22,1880114,0.0001928182106129,1.4295869277336537
2024-03-23,1659844,0.000213299244273,1.0039751408811346
2024-03-24,1657435,0.0001621943245384,1.0123555442509702
2024-03-25,1846683,0.0001693794124621,1.554063799913233
2024-03-26,2172058,0.000174418672053,2.2094179211983684
2024-03-27,2122059,0.000295553491803,2.401047336364259
2024-03-28,2008059,0.0002964760301912,2.1330557495581948
2024-03-29,2110261,0.0002037817418308,1.880190475670572
2024-03-30,1803151,0.000166883058056,1.3554718464996367
2024-03-31,1567919,0.0003208968242038,1.0152116816937051
2024-04-01,1625541,0.000426339412089,1.1982577231939304
2024-04-02,1923529,0.0005180314713033,2.021953766758607
2024-04-03,1747238,0.000366372599363,1.5741065418638671
2024-04-04,1950024,0.0001538217015174,1.526917273468903
2024-04-05,1882139,0.0001566039812149,1.1514975135834349
2024-04-06,1779251,0.0001127721408114,0.678218803902472
2024-04-07,1997990,0.0001302711047418,0.8472034862181095
2024-04-08,2048505,0.0001856692150408,1.3500136437642782
2024-04-09,2115972,0.0001918841832282,1.6923237450507254
2024-04-10,2176240,0.000167016563296,1.2324409989994127
2024-04-11,1961749,0.0001441524513863,1.1832708351352534
2024-04-12,2049389,0.0003003342289498,2.0069607031671906
2024-04-13,2133182,0.0003430600780327,2.814073256850878
2024-04-14,2256133,0.0001672754000523,0.8469113697492486
2024-04-15,2152835,0.0001722736768952,0.995235838296618
2024-04-16,2201272,0.000251640964087,0.8123242933918547
2024-04-17,2080135,0.000377151410964,1.3680873898406252
2024-04-18,2079121,0.0003385348244459,0.7866201568385426
2024-04-19,2094479,0.0003988543888613,0.7346811654385338
2024-04-20,1718404,0.0002191448236658,0.4084392226191629
2024-04-21,1724845,0.0001901561230093,0.4178421193374401
2024-04-22,1860076,0.0001929439727036,0.6645831882012937
2024-04-23,1818091,0.0001059945900168,0.7375473877576075
2024-04-24,2031690,0.000123673670179,0.9750813033440991
2024-04-25,2146925,0.0001119186918405,0.8323003780547583
2024-04-26,2041934,9.27788387867243e-05,0.5103368974836878
2024-04-27,1986584,0.0001115136323168,0.3807117348066475
2024-04-28,1896969,8.539802371087893e-05,0.4017449723604042
2024-04-29,1919891,0.000108173831168,0.5367965887027772
2024-04-30,2070476,0.0001552049406837,0.9664423868330446
2024-05-01,2086828,0.0001487885574186,0.6260636232257857
2024-05-02,1828368,0.0001277424302498,0.4694163897694823
2024-05-03,1825178,0.0004281793795809,0.4240628337047911
2024-05-04,1643626,0.000469396579245,0.2961134547639637
2024-05-05,1729073,0.0004961267008176,0.3217316330683913
2024-05-06,1853935,0.0012625507962161,0.3725238970295506
2024-05-07,2032909,0.0012111925678221,0.423316261873509
2024-05-08,2585176,0.0013117953628839,0.4188431749931716
2024-05-09,2039575,0.0008295190199378,0.3344390838583527
2024-05-10,2293560,0.0007632679127701,0.4795459077722128
2024-05-11,1841996,0.0004328353990836,0.2914640378235744
2024-05-12,1978695,0.0003839874950995,0.2690106537737302
2024-05-13,2511920,0.0007287484142025,0.6867877701191792
2024-05-14,2612952,0.0006893720511213,0.6644992431626694
2024-05-15,2466688,0.0008221456938208,0.6222152169080092
2024-05-16,2879317,0.0004063299894489,0.5230492727119614
2024-05-17,3055502,0.0004303194678951,0.6297260706122857
2024-05-18,3069008,0.0002519223774936,0.4097842671583669
2024-05-19,3754922,0.0002560643961386,0.4480426466281237
2024-05-20,2263004,0.0023274423590982,1.0918957853282676
2024-05-21,2648687,0.0018971852801427,1.2223401280567612
2024-05-22,2394686,0.0012891210564922,0.847187427492342
2024-05-23,2788532,0.0043427183677592,1.0383968598080136
2024-05-24,2874390,0.0015029740012661,0.7531313164064868
2024-05-25,2312841,0.0014526815541336,0.3725435260154855
2024-05-26,2267215,0.0015398990264095,0.4154823323969497
2024-05-27,2328643,0.0020209808806804,1.5031590470456078
2024-05-28,2270444,0.0019313366519992,2.301876176980317
2024-05-29,2916796,0.0012288378562548,2.533570911802893
2024-05-30,2192214,0.0025303390645548,2.031932960338741
2024-05-31,2299636,0.0022058123168317,1.981120235368981
2024-06-01,2258014,0.0009932730412043,1.045172339177615
2024-06-02,2355320,0.0013330835850618,1.284478449120135
2024-06-03,2210622,0.0023108078781942,1.777098958220659
2024-06-04,2241914,0.0018644453796262,1.4782223852280425
2024-06-05,1989801,0.0021469239063349,1.9593856140500667
2024-06-06,2395487,0.0012160185006609,2.6484857730584617
2024-06-07,2153870,0.0023336912486258,2.2168695242523198
2024-06-08,2306827,0.0007656196601613,1.0786094179541053
2024-06-09,2376678,0.0005587551996209,1.0282905229227652
2024-06-10,2061059,0.0011446940790977,1.2545753528347263
2024-06-11,2664272,0.0026534212465355,2.253924256442821
2024-06-12,2414502,0.0027742430414009,2.4859767371403048
2024-06-13,2566774,0.0019315887221236,2.326614689045631
2024-06-14,2322533,0.0026266086856432,1.537317511058241
2024-06-15,2142563,0.0017685614579044,0.6933402343770061
2024-06-16,2129716,0.0017561463624051,0.5729379621182883
2024-06-17,2300898,0.0043935524427508,1.0731355938260898
2024-06-18,2536066,0.0042207639407707,1.6688919748094766
2024-06-19,2636749,0.0022482550138383,1.2166417688213629
2024-06-20,3849881,0.0014007415334987,39.82148038784267
2024-06-21,3524582,0.0014499306776035,1.7721967365133655
2024-06-22,2864368,0.0004689723352859,0.8223387516733837
2024-06-23,2377469,0.0009707586614273,0.6768659133034506
2024-06-24,2916969,0.0027253560594474,1.3796368226550264
2024-06-25,2794227,0.0021702194018117,1.2689633920707737
2024-06-26,2611197,0.0037887216377013,1.234371625091003
2024-06-27,2882941,0.0065392054024993,1.6202810640528158
2024-06-28,2343194,0.0107437064612331,0.9616775786303634
2024-06-29,1885038,0.0026262163070995,0.4913684287405166
2024-06-30,2117579,0.0043665456908939,0.6278438064425984
2024-07-01,2335307,0.0062340089118548,1.05386294330352
2024-07-02,2127892,0.0049246833099637,0.82174242690794
2024-07-03,2186256,0.0096729968880805,1.413916988535344
2024-07-04,2675852,0.0097033845501872,1.535051142969738
2024-07-05,2637440,0.0157684501540413,1.9058864034444936
2024-07-06,2065756,0.0083654948370798,0.4996554723193532
2024-07-07,2239479,0.0099280744105489,0.4790288766797361
2024-07-08,2599058,0.0179092615806853,0.8853855885450234
2024-07-09,2487656,0.0119743620168491,0.8792566327713579
2024-07-10,2318697,0.0096779888260058,1.1696584087711823
2024-07-11,2362192,0.0079783640469289,1.107084182454786
2024-07-12,2237226,0.0101555701255873,0.7042291169493293
2024-07-13,1969083,0.0055788111033237,0.5216039523921847
2024-07-14,2040755,0.0073406277825866,0.618743135232715
2024-07-15,2359215,0.010924366125608,1.3946850461195683
2024-07-16,2306923,0.0119016112742071,1.440860806951783
2024-07-17,2596899,0.0101284229345389,1.926465658771248
2024-07-18,3516372,0.0059934203112993,2.731372585416014
2024-07-19,2547271,0.0085535791969485,1.3484338560436089
2024-07-20,2010500,0.005771439461163,0.6316431120869848
2024-07-21,1971425,0.0093913628401702,1.0148737400328174
2024-07-22,2080648,0.010295495410085,0.9479407232902802
2024-07-23,2377679,0.0161248429069026,0.966862648359858
2024-07-24,1973844,0.0112324299355527,0.740706519341922
2024-07-25,2366849,0.0129609972253509,0.9001094869329443
2024-07-26,1959438,0.0100242271121886,0.5615164018369654
2024-07-27,1844027,0.0111948224090721,0.696079905332104
2024-07-28,1834251,0.0054429600036835,0.3829414380583718
2024-07-29,2263135,0.0107947407311347,0.6133154258488464
2024-07-30,2057243,0.0186859912186153,1.1256951746373096
2024-07-31,2132626,0.0240319093852133,1.2183158198813548
2024-08-01,2368088,0.0336458887124544,1.508470947261897
2024-08-02,2471490,0.0332566375709347,1.053172569006286
2024-08-03,2435455,0.020457180065696,0.5590601200930375
2024-08-04,2401294,0.0180686721995292,1.112859011325609
2024-08-05,2914040,0.0367999588189069,8.808816704747565
2024-08-06,2739282,0.0825458762422024,1.0302735368928042
2024-08-07,2496232,0.0831038355816755,1.0900516443406083
2024-08-08,2304234,0.0711098717084631,1.172446486340943
2024-08-09,2219782,0.0677592464005765,0.8352767397345695
2024-08-10,1836537,0.0365176578141625,0.3570264184903765
2024-08-11,1973517,0.0546335116349467,0.4067864250488308
2024-08-12,2416491,0.0637976955817144,1.1089358933392426
2024-08-13,2128989,0.052716967965075,0.6926368122875523
2024-08-14,2152993,0.0459709707472556,0.6854208885324925
2024-08-15,2300852,0.0412982486019866,0.8455558098621644
2024-08-16,1979982,0.0439079660642566,0.4468783231369578
2024-08-17,1465160,0.018316368373263,0.2633453744763855
2024-08-18,1601024,0.0271749850223323,0.2978444299828739
2024-08-19,1886067,0.0336717436210548,0.4025673720232202
2024-08-20,2118206,0.0302338323750713,0.5086596539789967
2024-08-21,2215413,0.0302034610738707,0.6756586099115547
2024-08-22,2101756,0.0283810454685861,0.4426649577314764
2024-08-23,2293512,0.0287677649970468,0.5502765752547689
2024-08-24,2064130,0.0254773012618206,0.3726465899661006
2024-08-25,1754561,0.0250344570731605,0.2908428182869835
2024-08-26,2314200,0.0220522464421333,0.5387997125550366
2024-08-27,2431848,0.0317448870634545,0.5500111111373419
2024-08-28,2348950,0.0432578838594169,0.5244551749790631
2024-08-29,1953157,0.0401295993082897,0.4475447492916188
2024-08-30,2049787,0.0382975261080582,0.4490824255238989
2024-08-31,1508598,0.0153999779566924,0.251046943160238
2024-09-01,1811914,0.0357180873030993,0.2916456994500799
2024-09-02,1869326,0.0342470801857678,0.6441260491315095
2024-09-03,1804361,0.0244260540461608,0.4863075514303198
2024-09-04,2070715,0.0350128235192977,0.7512588036662712
2024-09-05,1919137,0.0276858879417696,0.7562162581920528
2024-09-06,2607790,0.0251977849328794,1.5582339369372775
2024-09-07,1662787,0.0172798277778233,0.3611827407104197
2024-09-08,1726744,0.0212817897305757,0.3402185277386589
2024-09-09,2139456,0.0374673944408591,0.8706844628761867
2024-09-10,2211028,0.0269690294739465,0.9465161662411168
2024-09-11,2157116,0.0360036405862767,0.6777955227746204
2024-09-12,1973272,0.0271313783011802,0.7212672481201489
2024-09-13,1845066,0.0233608646346524,0.5894936968847859
2024-09-14,1494344,0.0119899780255335,0.3316267149089345
2024-09-15,1601479,0.019915488909105,0.3713823811783818
2024-09-16,1800144,0.0290036808985181,0.9160377004308669
2024-09-17,1774319,0.02820273716291,1.1402071494322772
2024-09-18,2008546,0.0337564146588348,1.257178916949859
2024-09-19,2082057,0.02730578343503,2.305525704590212
2024-09-20,2289893,0.0248397750963259,2.4863987556893203
2024-09-21,2062017,0.0182030959387785,1.9096584945603272
2024-09-22,2015119,0.0261644978672772,1.5217414718786275
2024-09-23,2217884,0.0307964437400037,3.1637370316496365
2024-09-24,2129363,0.0275525550402335,3.24125212923676
2024-09-25,2088569,0.0170840791987488,2.9631753362193245
2024-09-26,2275974,0.0249789910009895,3.0633494762814903
2024-09-27,2145588,0.0218262620267852,2.199264153453812
2024-09-28,1791994,0.0155017959860611,1.040455915784294
2024-09-29,1726313,0.0186515078924096,1.015145836083855
2024-09-30,2144748,0.0316279793965062,1.669853981140478
2024-10-01,2203960,0.0317866546188746,2.853304221322237
2024-10-02,2388331,0.0372761319069711,1.9516451216857016
2024-10-03,2412830,0.030749973812565,1.4638105906643415
2024-10-04,2001365,0.032738998953785,0.9991456300369316
2024-10-05,1614338,0.0158266152096098,0.7058165901035582
2024-10-06,1559336,0.0164221469145472,0.8754303251751127
2024-10-07,1917206,0.0359710986534613,2.581716486778784
2024-10-08,1932690,0.0313743491524577,2.360095463114748
2024-10-09,1963940,0.029318816382573,2.7914836311069364
2024-10-10,2228913,0.0244838438192843,1.9554746710504616
2024-10-11,1959562,0.0221188189729676,2.768504862015679
2024-10-12,1895927,0.0148019842476383,1.6146587954720282
2024-10-13,1935371,0.0185747626083238,1.396276910329222
2024-10-14,2290803,0.0325355489683746,3.1408351140636386
2024-10-15,2456324,0.035961050843554,2.930576055219043
2024-10-16,2425075,0.0317580011789186,2.308432907735696
2024-10-17,2252279,0.0263710917280156,2.969508976044546
2024-10-18,2107466,0.0247228234860169,3.40448974198437
2024-10-19,1897717,0.0103525911982346,1.4899607904282632
2024-10-20,2170398,0.0196183254591798,1.4227080760998836
2024-10-21,2219303,0.0223922563558175,1.3693906143894297
2024-10-22,2186647,0.0248291591203162,1.628906876809237
2024-10-23,2447861,0.0185909529807773,2.179959879755573
2024-10-24,2462329,0.0169319205854835,1.7875736710456551
2024-10-25,2782330,0.0207549335771923,1.6434319864331683
2024-10-26,2343514,0.0128917122462212,0.9853011941785876
2024-10-27,2225450,0.0100949369146383,0.8386932405641387
2024-10-28,2615729,0.0237887333747853,1.692483384121792
2024-10-29,2615342,0.0224411808997152,2.0946923448135
2024-10-30,2182977,0.0308149947781568,2.022456344407934
2024-10-31,2185139,0.0235616330501454,1.577850787326745
2024-11-01,2312827,0.0281702424566705,1.5172744754466867
2024-11-02,1834430,0.0117943566280404,0.7796553100929025
2024-11-03,2170242,0.0223688383889684,0.9259154642017234
2024-11-04,2374210,0.0215770602213056,1.15196929760484
2024-11-05,2194255,0.019239653395891,1.1315713373117289
2024-11-06,2928390,0.0330918537471934,3.878170486451949
2024-11-07,2745716,0.0363699849826288,2.9313794487339844
2024-11-08,2485399,0.0280959534305701,2.379469849063953
2024-11-09,2091892,0.0298782452839094,1.393810465394694
2024-11-10,2561033,0.0218592670051369,2.986728648991368
2024-11-11,2836637,0.0370128948170559,4.338760661637689
2024-11-12,2954946,0.058178963490138,5.1418602562001245
2024-11-13,2860824,0.0543793881468685,7.508726972297023
2024-11-14,2565257,0.0490027196538342,4.672610014369484
2024-11-15,2696930,0.0392450449119874,3.054699072745488
2024-11-16,2357129,0.0488170441004205,1.9304844966276065
2024-11-17,2395049,0.0482344662500004,1.6354680855267223
2024-11-18,2709723,0.0505711109916511,2.4776450572463307
2024-11-19,2333369,0.0412166246325854,2.4078291803141743
2024-11-20,2371118,0.0472245492185454,2.1517381714543955
2024-11-21,2901256,0.0710603671576037,2.984480955583288
2024-11-22,2667948,0.066975493228278,2.201856329385641
2024-11-23,2819481,0.0661524604692778,2.5411431830589493
2024-11-24,2620913,0.0704001109810352,1.6961691168008552
2024-11-25,3023210,0.0866504549903038,2.572381356034835
2024-11-26,2916345,0.0792988480643169,2.660712440452415
2024-11-27,3661928,0.05267232531991,3.092238795853552
2024-11-28,2475910,0.0517358916154435,2.840120690571505
2024-11-29,2282626,0.0355923454062332,1.796396936252637
2024-11-30,2327164,0.0485517463968496,1.8845052409700536
2024-12-01,2238610,0.0447494114931865,2.430819408161964
2024-12-02,2996303,0.0579251824472708,5.2620865093598415
2024-12-03,2510593,0.0578094519457527,4.477567367284566
2024-12-04,2716438,0.0502610593981293,5.23120721424221
2024-12-05,2777654,0.0511122506220784,4.355888283540964
2024-12-06,2501288,0.0468825741769544,3.624220607526873
2024-12-07,1850655,0.0228938563722134,1.7600192413677922
2024-12-08,2011170,0.0240175630519751,1.6593591628738458
2024-12-09,2703948,0.0424571984885834,5.034073218966613
2024-12-10,2912905,0.0503057005122091,4.902949867795567
2024-12-11,2127110,0.0358071937481792,2.78725852345745
2024-12-12,2336533,0.035530113670137,3.1493418866834038
2024-12-13,2498477,0.0411086403996241,2.86139621506258
2024-12-14,2191284,0.0292335668427624,1.7304002248606836
2024-12-15,2244914,0.0287120935982023,1.6712867152934394
2024-12-16,2729758,0.0449847498482362,3.1424739532870363
2024-12-17,2774957,0.04410619884664,2.959218485796011
2024-12-18,2712604,0.0370694030080413,3.2871452268441232
2024-12-19,2855024,0.0379510181011278,4.539272081021421
2024-12-20,3147712,0.0413665675060499,4.350323839613446
2024-12-21,2500418,0.0455642998232979,1.438654744729175
2024-12-22,2368485,0.0354469843305388,1.106810864356181
2024-12-23,2636479,0.0448017088233515,1.8872845859265588
2024-12-24,2319925,0.029887671916371,1.3822003663918
2024-12-25,2374943,0.0242983229363471,1.025490125891961
2024-12-26,2162307,0.0304109726484184,2.036457107015141
2024-12-27,2095257,0.0390152057245391,1.923753327904445
2024-12-28,1726151,0.0196313497639589,2.020711297346229
2024-12-29,1734486,0.0192082460719169,1.7353250107558709
2024-12-30,2275917,0.031766745371338,3.754892064530869
2024-12-31,1976036,0.024182889743161,4.119199597359321
