day,tx_count,l2_fee_eth,da_gas_eth
2024-01-01 00:00:00.000 UTC,415556,3.4040034843238014,12.441006829654128
2024-01-02 00:00:00.000 UTC,369598,3.7094610098732916,18.507714339856893
2024-01-03 00:00:00.000 UTC,341621,7.362821429044024,30.991334374243028
2024-01-04 00:00:00.000 UTC,337125,5.630131008826497,20.588576734865708
2024-01-05 00:00:00.000 UTC,330682,4.0513849728470985,17.413263625223134
2024-01-06 00:00:00.000 UTC,334699,3.7055372466592083,16.119298832170504
2024-01-07 00:00:00.000 UTC,270585,3.6482052185073233,22.536083437591795
2024-01-08 00:00:00.000 UTC,360758,6.561010063222342,23.57875120851985
2024-01-09 00:00:00.000 UTC,398453,4.985939616936813,21.823976286917265
2024-01-10 00:00:00.000 UTC,338895,8.14081722606416,35.23901805836033
2024-01-11 00:00:00.000 UTC,306318,5.457711765659873,28.211902654262943
2024-01-12 00:00:00.000 UTC,340992,5.015133877028457,22.29303343800274
2024-01-13 00:00:00.000 UTC,339624,2.9633648945076705,16.657191922279384
2024-01-14 00:00:00.000 UTC,269297,3.205732718605346,23.464279203252982
2024-01-15 00:00:00.000 UTC,319335,2.790276814934,20.06616217335872
2024-01-16 00:00:00.000 UTC,287600,2.2499004694180824,26.84715461848798
2024-01-17 00:00:00.000 UTC,290781,4.886778887044178,30.64659063023966
2024-01-18 00:00:00.000 UTC,284762,4.087659344711789,27.832855987177062
2024-01-19 00:00:00.000 UTC,315243,3.4066582837361685,25.394804587186695
2024-01-20 00:00:00.000 UTC,395470,4.3433804460622385,16.621193371059302
2024-01-21 00:00:00.000 UTC,352145,5.5132868785080715,13.181421874001574
2024-01-22 00:00:00.000 UTC,353370,6.274169429725486,16.84750777688804
2024-01-23 00:00:00.000 UTC,409456,5.172654425622235,16.138534697835706
2024-01-24 00:00:00.000 UTC,530287,3.1256245566650143,15.488653506622866
2024-01-25 00:00:00.000 UTC,391018,9.923393681122251,25.42170118119598
2024-01-26 00:00:00.000 UTC,378570,2.925107533140647,20.198685546270088
2024-01-27 00:00:00.000 UTC,364933,2.1146542461796747,12.92472739905538
2024-01-28 00:00:00.000 UTC,443948,2.426129009610796,13.824640028278854
2024-01-29 00:00:00.000 UTC,461437,4.020774680475329,16.610810294502873
2024-01-30 00:00:00.000 UTC,322945,4.958027132224602,25.474306027956626
2024-01-31 00:00:00.000 UTC,338088,2.939113844006052,24.492741745035683
2024-02-01 00:00:00.000 UTC,339982,4.072990764321406,29.608551856166756
2024-02-02 00:00:00.000 UTC,403670,4.038529201027462,27.192197095526605
2024-02-03 00:00:00.000 UTC,441214,5.624567862458799,23.887473358849043
2024-02-04 00:00:00.000 UTC,499405,9.696332968646308,25.251364385235206
2024-02-05 00:00:00.000 UTC,528213,16.72730979803037,31.266898493522525
2024-02-06 00:00:00.000 UTC,467066,10.853779419676739,49.27313028452095
2024-02-07 00:00:00.000 UTC,448279,19.673837378194982,55.492725455216764
2024-02-08 00:00:00.000 UTC,444763,15.580721061542013,86.96271326267215
2024-02-09 00:00:00.000 UTC,472721,10.114586264975378,88.68737995569143
2024-02-10 00:00:00.000 UTC,474037,11.119192595024474,49.25747820170533
2024-02-11 00:00:00.000 UTC,499177,11.765709264948654,41.75108598325649
2024-02-12 00:00:00.000 UTC,456894,15.469419922666338,52.30261378375577
2024-02-13 00:00:00.000 UTC,503504,7.5730503904143545,42.17239586139758
2024-02-14 00:00:00.000 UTC,390808,7.061878103083454,30.42485021895627
2024-02-15 00:00:00.000 UTC,404786,6.279558008861051,40.46006284722589
2024-02-16 00:00:00.000 UTC,500219,6.882814012316997,40.37831508637589
2024-02-17 00:00:00.000 UTC,632863,4.47014466625437,33.3923526673321
2024-02-18 00:00:00.000 UTC,564969,3.0681507806503285,35.3564538842511
2024-02-19 00:00:00.000 UTC,466063,6.729616496753912,44.587476850720904
2024-02-20 00:00:00.000 UTC,428360,4.660240343723397,45.58742030242078
2024-02-21 00:00:00.000 UTC,481999,4.827254078340745,54.777905479153716
2024-02-22 00:00:00.000 UTC,394663,6.021929526364258,49.7404579688931
2024-02-23 00:00:00.000 UTC,369384,3.3742389069845826,41.487769932822005
2024-02-24 00:00:00.000 UTC,488709,2.8627500812118405,37.542384478561814
2024-02-25 00:00:00.000 UTC,526990,3.9075361331681253,44.95435650047558
2024-02-26 00:00:00.000 UTC,432595,5.570902555539147,46.00339091756142
2024-02-27 00:00:00.000 UTC,449677,7.091646610627545,57.31843102790895
2024-02-28 00:00:00.000 UTC,465436,12.536405308533736,71.96810699234784
2024-02-29 00:00:00.000 UTC,480944,8.937187058348107,87.11972745707925
2024-03-01 00:00:00.000 UTC,415447,7.735135596682225,58.057532526367964
2024-03-02 00:00:00.000 UTC,444459,5.445985912698913,55.943766552815084
2024-03-03 00:00:00.000 UTC,444604,8.744345311099956,59.87740743805419
2024-03-04 00:00:00.000 UTC,386613,11.208588124284683,83.56246832654423
2024-03-05 00:00:00.000 UTC,463779,27.078726563531543,115.8114531481904
2024-03-06 00:00:00.000 UTC,521780,24.647591909251826,103.7231666835708
2024-03-07 00:00:00.000 UTC,509667,16.469715631371898,90.13636308003602
2024-03-08 00:00:00.000 UTC,440157,15.96068147971418,70.4032690466736
2024-03-09 00:00:00.000 UTC,446694,17.449162152555537,62.4269584321112
2024-03-10 00:00:00.000 UTC,467219,16.480129473755284,70.56627510538603
2024-03-11 00:00:00.000 UTC,457169,24.461551678221642,80.6876204564364
2024-03-12 00:00:00.000 UTC,451569,15.989763923131838,71.82877335928
2024-03-13 00:00:00.000 UTC,572298,21.748207272826114,77.06863839336128
2024-03-14 00:00:00.000 UTC,1.228534e+06,55.60922656710432,1.221248677467146
2024-03-15 00:00:00.000 UTC,1.372489e+06,43.574160666606666,0.47932851476304805
2024-03-16 00:00:00.000 UTC,2.11508e+06,62.041078987111405,0.540092833061252
2024-03-17 00:00:00.000 UTC,1.15046e+06,30.598743072472793,0.351051952592583
2024-03-18 00:00:00.000 UTC,1.188679e+06,38.51959653969438,0.405579943891228
2024-03-19 00:00:00.000 UTC,1.213904e+06,72.14655194652867,0.433405303553254
2024-03-20 00:00:00.000 UTC,1.649667e+06,478.2369449739206,0.53429967753722
2024-03-21 00:00:00.000 UTC,1.401833e+06,234.1057332036412,0.45667448489709395
2024-03-22 00:00:00.000 UTC,1.329185e+06,139.62989122557275,0.41229927578717995
2024-03-23 00:00:00.000 UTC,1.321083e+06,99.1087569188914,0.39902693118574606
2024-03-24 00:00:00.000 UTC,1.484598e+06,253.17784902334225,0.390178298039937
2024-03-25 00:00:00.000 UTC,1.541847e+06,493.6213277451456,0.449719549240454
2024-03-26 00:00:00.000 UTC,1.62576e+06,666.2389213502004,0.493701070119072
2024-03-27 00:00:00.000 UTC,1.675088e+06,417.87489925092234,9.568353997449657
2024-03-28 00:00:00.000 UTC,2.167952e+06,238.25472915395704,22.800926960891662
2024-03-29 00:00:00.000 UTC,2.274773e+06,391.42675652834373,15.59474375068218
2024-03-30 00:00:00.000 UTC,2.387397e+06,361.909669541648,17.11393170055463
2024-03-31 00:00:00.000 UTC,2.263477e+06,240.2972667206485,44.13955824864465
2024-04-01 00:00:00.000 UTC,2.348188e+06,279.43330019037404,41.183448214450074
2024-04-02 00:00:00.000 UTC,2.62514e+06,239.2737537659709,60.049857682170526
2024-04-03 00:00:00.000 UTC,2.719414e+06,252.57682827592114,37.90410003466259
2024-04-04 00:00:00.000 UTC,3.000157e+06,123.68247009073069,0.9220395969964805
2024-04-05 00:00:00.000 UTC,3.080826e+06,180.21771539907914,0.892585466048916
2024-04-06 00:00:00.000 UTC,3.083793e+06,129.9892327276801,0.7121949808591951
2024-04-07 00:00:00.000 UTC,3.157792e+06,114.9314840884136,0.795741617955864
2024-04-08 00:00:00.000 UTC,3.239276e+06,169.42271921617328,0.9087194614442671
2024-04-09 00:00:00.000 UTC,3.031364e+06,164.58591831637486,1.0652495732672072
2024-04-10 00:00:00.000 UTC,2.996687e+06,173.12885513021277,0.8764199664610081
2024-04-11 00:00:00.000 UTC,3.061614e+06,189.95783183353154,0.957821246238333
2024-04-12 00:00:00.000 UTC,2.767153e+06,113.8854796060751,0.897077839055793
2024-04-13 00:00:00.000 UTC,2.642168e+06,108.11120676640594,1.073235216653976
2024-04-14 00:00:00.000 UTC,2.654217e+06,74.86925427150182,0.703462845375717
2024-04-15 00:00:00.000 UTC,3.020152e+06,130.48263549264138,0.7974969849412079
2024-04-16 00:00:00.000 UTC,2.81899e+06,90.49832018138711,0.801300199121343
2024-04-17 00:00:00.000 UTC,2.727617e+06,102.0045692595853,0.840714218811603
2024-04-18 00:00:00.000 UTC,2.705579e+06,73.9922745425827,0.6951908343640769
2024-04-19 00:00:00.000 UTC,2.588245e+06,61.59779259685509,0.6486295798085371
2024-04-20 00:00:00.000 UTC,2.551437e+06,52.174104697147335,0.5991149247966869
2024-04-21 00:00:00.000 UTC,2.576377e+06,58.072353290936995,0.625439118912126
2024-04-22 00:00:00.000 UTC,2.787729e+06,106.42466722138357,0.680191849951419
2024-04-23 00:00:00.000 UTC,2.808001e+06,89.34810597548461,0.7222707097005749
2024-04-24 00:00:00.000 UTC,2.837022e+06,150.10250113543964,0.714112837047441
2024-04-25 00:00:00.000 UTC,2.532694e+06,133.5540569680385,0.710716573185351
2024-04-26 00:00:00.000 UTC,2.672479e+06,121.69895441368192,0.676735235893524
2024-04-27 00:00:00.000 UTC,2.352589e+06,87.87162406984086,0.615363276802941
2024-04-28 00:00:00.000 UTC,2.463356e+06,75.02797244273565,0.618200848271187
2024-04-29 00:00:00.000 UTC,2.553537e+06,83.03133322090066,0.635875046116791
2024-04-30 00:00:00.000 UTC,2.52902e+06,91.03224787580918,0.698991668720112
2024-05-01 00:00:00.000 UTC,2.393011e+06,72.41192899510436,0.627844395566127
2024-05-02 00:00:00.000 UTC,2.531289e+06,74.06701923080404,0.609132322953462
2024-05-03 00:00:00.000 UTC,2.744698e+06,105.94843386929958,0.649136593339164
2024-05-04 00:00:00.000 UTC,2.469728e+06,76.65995001473259,0.584276676602238
2024-05-05 00:00:00.000 UTC,2.35542e+06,73.85261954315123,0.596550503367417
2024-05-06 00:00:00.000 UTC,2.496321e+06,91.47830006148514,0.592805810195133
2024-05-07 00:00:00.000 UTC,2.656104e+06,95.58689131660009,0.645297175264272
2024-05-08 00:00:00.000 UTC,2.305403e+06,73.5048970339858,0.555140013700962
2024-05-09 00:00:00.000 UTC,2.587678e+06,118.0413344936741,0.607650324209832
2024-05-10 00:00:00.000 UTC,2.251444e+06,101.50029492641727,0.576608330496951
2024-05-11 00:00:00.000 UTC,2.002146e+06,45.882680909107165,0.523309907057127
